mega_cluster,id,fingerprint,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,name_modified
apollinaris,373927,apollinaris,APOLLINARIS,,72,85,1895,1916,0.15,40.25,apollinaris
apollinaris,406604,apollinaris,apollinaris,,17,18,1913,1917,0.15,0.6,apollinaris
apollinaris,373924,apollinaris,Apollinaris,,9,9,1905,1920,0.15,40,apollinaris
apollinaris,424569,apollinaris,Apollinaris,,2,2,1914,1915,0.15,0.4,apollinaris
apollinaris,428172,apollinaris,Apollinaris,,1,1,1908,1908,0,,apollinaris
apollinaris,443657,apollinaris,apollinaris,,1,1,1914,1914,0.15,0.4,apollinaris
apollinaris,383795,apollinarismineralwater,Apollinaris mineral water,,48,48,1912,1918,0.14,0.7,apollinaris mineral water
apollinaris,90255,apollinarismineralwater,Apollinaris Mineral Water,,25,26,1893,1941,0.06,0.75,apollinaris mineral water
apollinaris,197958,apollinarismineralwater,"Mineral Water, Apollinaris",,13,13,1900,1910,0,0.6,"mineral water, apollinaris"
apollinaris,8581,apollinarispints,"Apollinaris, pints",,15,15,1900,1914,0.2,0.3,"apollinaris, pints"
apollinaris,445776,apollinarispints,"Apollinaris, Pints",,2,2,1914,1914,0.2,0.35,"apollinaris, pints"
apollinaris,457785,apollinarispints,"apollinaris, pints",,1,1,0,0,0,0,"apollinaris, pints"
apollinaris,52422,apollinarissmallwater,Apollinaris Water (small),,21,21,1900,1900,0,0,apollinaris water (small)
apollinaris,1435,apollinariswater,Apollinaris Water,,259,264,1880,1957,0,40,apollinaris water
apollinaris,391505,apollinariswater,Apollinaris water,,26,31,1882,1920,0.15,0.7,apollinaris water
apollinaris,445889,apollinariswater,APOLLINARIS WATER,,7,7,1900,1915,0.15,0.4,apollinaris water
apollinaris,444008,apollinariswater,apollinaris water,,4,4,1914,1914,0,,apollinaris water
apollinaris,426255,apollinariswater,Apollinaris water,,1,1,1915,1915,0.15,0.4,apollinaris water
oranges,37571,1orange,Orange (1),,25,25,1900,1946,0.05,0.15,orange (1)
oranges,5729,2oranges,oranges (2),,12,12,1900,1907,0.15,0.25,oranges (2)
oranges,183838,californiaorange,California Orange,,172,268,1912,1969,0.15,20,california orange
oranges,400202,californiaorange,California orange,,23,23,1912,1917,0.1,0.2,california orange
oranges,450556,californiaorange,california orange,,7,8,1914,1914,0.15,0.15,california orange
oranges,409960,californiaorange,California Orange,,2,2,1917,1917,0.15,0.15,california orange
oranges,493085,californiaorange,California Orange,,2,2,1913,1913,0.15,0.15,california orange
oranges,424314,californiaorange,California orange,,1,1,1917,1917,0.15,0.15,california orange
oranges,22747,californiaoranges,California oranges,,33,33,1898,1928,0.2,0.2,california oranges
oranges,443155,californiaoranges,california oranges,,2,2,1918,1918,0.2,0.2,california oranges
oranges,450486,californiaoranges,California Oranges,,2,2,1912,1914,0.15,0.3,california oranges
oranges,393860,californiaorangesliced,"California Orange, Sliced",,10,10,1917,1917,0.25,0.25,"california orange, sliced"
oranges,398450,californiaorangesliced,"California Orange, sliced",,4,4,1917,1917,0.25,0.25,"california orange, sliced"
oranges,1228,eachoranges,"Oranges, each",,54,55,1900,1917,0.05,0.5,"oranges, each"
oranges,492579,eachoranges,"Oranges, Each",,1,1,1913,1913,0.1,0.1,"oranges, each"
oranges,383732,floridaorange,Florida Orange,,23,25,1912,1917,0.1,0.2,florida orange
oranges,410028,floridaorange,Florida orange,,8,8,1912,1917,0.1,0.2,florida orange
oranges,464106,floridaorange,florida orange,,3,3,1912,1914,0.15,0.15,florida orange
oranges,420716,floridaorange,Florida Orange,,1,1,1917,1917,0.2,0.2,florida orange
oranges,897,floridaoranges,Florida oranges,,16,16,1884,1907,0.15,0.3,florida oranges
oranges,424915,floridaoranges,FLORIDA ORANGES,,1,1,1915,1915,0,,florida oranges
oranges,470084,floridaoranges,Florida Oranges,,1,1,1887,1887,0,,florida oranges
oranges,379878,orange,orange,,19,20,1912,1919,0.1,0.4,orange
oranges,392989,orange,Orange,,15,16,1913,1955,0,0.2,orange
oranges,379502,orange,orange,,3,3,1919,1933,0.1,0.25,orange
oranges,67,oranges,Oranges,,1421,1477,1851,2012,0,25,oranges
oranges,11101,oranges,Oranges.,,10,10,1851,1918,0.1,0.2,oranges.
oranges,384424,oranges,ORANGES,,8,8,1885,1918,0,,oranges
oranges,427394,oranges,Oranges,,6,6,1899,1900,0,,oranges
oranges,418753,oranges,oranges,,5,5,1913,1918,0.1,0.2,oranges
oranges,19986,orangesliced,Sliced Orange,,228,295,1900,1967,0,5,sliced orange
oranges,44751,orangesliced,"Orange, sliced",,40,42,1901,1953,0,10,"orange, sliced"
oranges,378482,orangesliced,Sliced orange,,40,40,1913,1920,0.05,0.4,sliced orange
oranges,67605,orangesliced,Orange Sliced,,16,16,1905,1945,0.05,0.35,orange sliced
oranges,396809,orangesliced,sliced orange,,9,11,1913,1917,0.05,0.25,sliced orange
oranges,403782,orangesliced,"Orange, Sliced",,9,9,1913,1917,0.1,0.3,"orange, sliced"
oranges,408359,orangesliced,Orange sliced,,4,4,1913,1917,0.1,0.2,orange sliced
oranges,395903,orangesliced,SLICED ORANGE,,3,3,1917,1917,0.1,0.1,sliced orange
oranges,443708,orangesliced,orange sliced,,2,2,1914,1914,0.15,0.15,orange sliced
oranges,459161,orangesliced,"orange, sliced",,2,2,1913,1913,0.1,0.15,"orange, sliced"
oranges,2515,orangessliced,Sliced Oranges,,252,265,1892,1987,0.05,20,sliced oranges
oranges,392891,orangessliced,Sliced oranges,,16,16,1913,1918,0.15,0.25,sliced oranges
oranges,434115,orangessliced,sliced oranges,,4,4,1913,1914,0.1,0.25,sliced oranges
oranges,387197,orangessliced,Sliced Oranges,,1,1,1918,1918,0.2,0.2,sliced oranges
oranges,441451,orangessliced,SLICED ORANGES,,1,1,1914,1914,0.1,0.1,sliced oranges
oranges,4860,orangestwo,"Oranges, two",,14,14,1899,1901,0.15,0.15,"oranges, two"
oranges,374123,orangewhole,Whole Orange,,75,79,1913,1939,0.05,5,whole orange
oranges,102652,orangewhole,Whole orange,,39,44,1906,1953,0,0.3,whole orange
oranges,44746,orangewhole,"Orange, whole",,14,14,1901,1946,0.1,10,"orange, whole"
oranges,182518,orangewhole,Orange (Whole),,10,10,1937,1942,0,0.2,orange (whole)
oranges,411876,orangewhole,whole orange,,4,4,1913,1917,0.05,0.05,whole orange
oranges,431706,orangewhole,"Orange, Whole",,3,4,1913,1914,0.1,0.1,"orange, whole"
oranges,395902,orangewhole,WHOLE ORANGE,,2,2,1917,1917,0.1,0.1,whole orange
oranges,431707,orangewhole,"Orange, Whole",,1,1,1918,1918,0.15,0.15,"orange, whole"
oranges,500595,orangewhole,"orange, whole",,1,1,1913,1913,0.1,0.1,"orange, whole"
oranges,388520,ororangeslicedwhole,"Orange, Whole or Sliced",,9,13,1913,1917,0.1,10,"orange, whole or sliced"
oranges,433074,ororangeslicedwhole,"Orange, whole or sliced",,6,8,1913,1914,0.1,0.5,"orange, whole or sliced"
oranges,453898,ororangeslicedwhole,"orange, whole or sliced",,1,1,0,0,0,0,"orange, whole or sliced"
sardines,377677,4frenchsardines,French Sardines (4),,17,17,1917,1919,0.6,0.75,french sardines (4)
sardines,379484,4frenchsardines,french sardines (4),,1,1,1919,1919,0.75,0.75,french sardines (4)
sardines,6074,ahuilelsardines,Sardines a l'huile,,45,45,1899,1971,0,2,sardines a l'huile
sardines,482073,ahuilelsardines,Sardines a l'Huile,,2,2,1913,1913,0.4,0.4,sardines a l'huile
sardines,6482,bonelesssardines,Boneless Sardines,,51,51,1893,1958,0.25,0.6,boneless sardines
sardines,394488,bonelesssardines,Boneless sardines,,11,11,1914,1917,0.5,0.5,boneless sardines
sardines,445297,boxfrenchpersardines,"French Sardines, Per Box",,22,22,1913,1914,0.25,0.25,"french sardines, per box"
sardines,7642,boxfrenchpersardines,"French Sardines, per box",,7,7,1906,1914,0.25,0.3,"french sardines, per box"
sardines,444650,boxfrenchpersardines,"french sardines, per box",,3,3,1913,1914,0.25,0.3,"french sardines, per box"
sardines,489425,boxfrenchpersardines,"French Sardines, Per Box",,1,1,1913,1913,0.25,0.25,"french sardines, per box"
sardines,496572,boxfrenchpersardines,"French Sardines, Per Box",,1,1,1913,1913,0.25,0.25,"french sardines, per box"
sardines,504070,boxfrenchpersardines,"French sardines, per box",,1,1,0,0,0,0,"french sardines, per box"
sardines,4249,boxpersardines,"Sardines, per box",,13,15,1900,1914,0.25,0.5,"sardines, per box"
sardines,384775,boxsardines,"Sardines, box",,10,10,1913,1918,0.25,45,"sardines, box"
sardines,7383,boxsardines,"Sardines, Box",,9,9,1900,1921,0.25,0.65,"sardines, box"
sardines,3221,boxsardinessmall,"Sardines, small box",,9,10,1900,1917,0.25,0.5,"sardines, small box"
sardines,383929,boxsardinessmall,"Sardines, Small Box",,2,2,1916,1916,0.4,0.4,"sardines, small box"
sardines,389968,boxsardinessmall,"Sardines, Small box",,2,2,1917,1918,0.6,0.6,"sardines, small box"
sardines,36689,coldsardines,cold Sardines,,61,61,1892,1940,0.15,0.4,cold sardines
sardines,374958,coldsardines,Cold Sardines,,7,7,1894,1919,0.3,0.5,cold sardines
sardines,443051,coldsardines,Cold sardines,,1,1,1915,1915,0,,cold sardines
sardines,182379,domesticsardines,Domestic Sardines,,18,18,1925,1948,0.4,0.75,domestic sardines
sardines,182786,domesticsardines,Sardines (Domestic),,10,10,1937,1942,0,0,sardines (domestic)
sardines,17845,frenchsardines,French Sardines,,135,139,1897,1969,0,1.85,french sardines
sardines,377844,frenchsardines,French Sardines,,5,5,1915,1919,0.4,0.75,french sardines
sardines,380644,frenchsardines,French sardines,,4,4,1915,1917,0.16,0.4,french sardines
sardines,441248,fumeessardines,Sardines fumees,,10,10,1914,1914,0.25,0.35,sardines fumees
sardines,459711,fumeessardines,sardines fumees,,3,3,1912,1912,0.25,0.4,sardines fumees
sardines,5699,importedsardines,imported sardines,,102,105,1889,1987,0,25,imported sardines
sardines,397505,importedsardines,Imported sardines,,12,12,1917,1917,0.5,0.55,imported sardines
sardines,410844,importedsardines,Imported Sardines,,5,5,1914,1958,0.4,1,imported sardines
sardines,388074,importedsardines,IMPORTED SARDINES,,2,3,1918,1918,0.5,0.5,imported sardines
sardines,4129,inoilsardines,Sardines in Oil,,73,73,1900,1973,0,0.75,sardines in oil
sardines,391252,inoilsardines,Sardines in oil,,11,11,1914,1918,0.4,0.6,sardines in oil
sardines,98634,inoilsardinessmoked,Smoked sardines in oil,,17,17,1907,1917,0.3,0.4,smoked sardines in oil
sardines,406859,inoilsardinessmoked,smoked sardines in oil,,1,1,1917,1917,0.4,0.4,smoked sardines in oil
sardines,416136,inoilsardinessmoked,Smoked Sardines in Oil,,1,1,1917,1917,0.4,0.4,smoked sardines in oil
sardines,18,sardines,Sardines,,1425,1483,1858,2928,0,50,sardines
sardines,374549,sardines,sardines,,11,11,1905,1918,0,0.5,sardines
sardines,374297,sardines,SARDINES,,8,8,1901,1915,0,,sardines
sardines,387160,sardines,Sardines,,6,6,1913,1918,0.1,0.45,sardines
sardines,45822,sardinessmoked,Smoked Sardines,,31,32,1901,1959,0.25,0.5,smoked sardines
sardines,460976,sardinessmoked,Smoked sardines,,5,5,1912,1913,0.25,0.4,smoked sardines
sardines,455682,sardinessmoked,smoked sardines,,1,1,0,0,0,0,smoked sardines
sardines,469237,sardinessmoked,Smoked Sardines,,1,1,1912,1912,0.25,0.25,smoked sardines
lobstersalad,9826,freshlobstersalad,Fresh Lobster Salad,,89,95,1897,1969,0,40,fresh lobster salad
lobstersalad,448134,freshlobstersalad,fresh lobster salad,,2,2,1914,1914,0,,fresh lobster salad
lobstersalad,448514,freshlobstersalad,Fresh lobster salad,,2,2,1914,1914,0.4,0.4,fresh lobster salad
lobstersalad,410901,freshlobstersalad,Fresh Lobster Salad,,1,1,1957,1957,2.25,2.25,fresh lobster salad
lobstersalad,448223,freshlobstersalad,FRESH LOBSTER SALAD,,1,1,1914,1914,0.35,0.35,fresh lobster salad
lobstersalad,446225,largelobstersalad,Large Lobster Salad,,11,13,1913,1914,0.6,0.75,large lobster salad
lobstersalad,496306,largelobstersalad,large lobster salad,,1,1,1913,1913,0.6,0.6,large lobster salad
lobstersalad,504071,largelobstersalad,Large lobster salad,,1,1,0,0,0,0,large lobster salad
lobstersalad,454369,largelobstersalad,Large Lobster Salad,,1,0,0,0,0,0,large lobster salad
lobstersalad,503731,largelobstersalad,Large Lobster Salad,,1,0,0,0,0,0,large lobster salad
lobstersalad,50543,lobstermayonnaisesalad,"Lobster Salad, Mayonnaise",,23,24,1898,1961,0.25,50,"lobster salad, mayonnaise"
lobstersalad,442956,lobstermayonnaisesalad,"Lobster salad, mayonnaise",,4,4,1914,1914,0.6,0.6,"lobster salad, mayonnaise"
lobstersalad,390883,lobstermayonnaisesalad,"LOBSTER SALAD, Mayonnaise",,1,1,1918,1918,1.5,1.5,"lobster salad, mayonnaise"
lobstersalad,412324,lobstermayonnaisesalad,"Lobster salad, Mayonnaise",,1,1,1917,1917,0.45,0.45,"lobster salad, mayonnaise"
lobstersalad,415970,lobstermayonnaisesalad,"Lobster Salad, Mayonnaise",,1,1,1917,1917,1.25,1.25,"lobster salad, mayonnaise"
lobstersalad,466880,lobstermayonnaisesalad,"LOBSTER salad, Mayonnaise",,1,1,1917,1917,1.25,1.25,"lobster salad, mayonnaise"
lobstersalad,215,lobstersalad,Lobster salad,,1510,1565,1858,1995,0,100,lobster salad
lobstersalad,376294,lobstersalad,Lobster Salad,,334,367,1865,1979,0.25,60,lobster salad
lobstersalad,406556,lobstersalad,lobster salad,,19,19,1912,1918,0.6,1.5,lobster salad
lobstersalad,400497,lobstersalad,LOBSTER SALAD,,9,9,1885,1957,0.6,2.25,lobster salad
lobstersalad,38985,lobstersalad,Lobster salad,,2,2,1901,1914,0.5,0.75,lobster salad
lobstersalad,379437,lobstersalad,Lobster salad,,2,2,1917,1919,0.7,0.9,lobster salad
lobstersalad,18958,lobstersalad,Lobster salad,,1,1,1900,1900,0.4,0.75,lobster salad
lobstersalad,444447,lobstersalad,Lobster Salad,,1,1,1914,1914,0.75,0.75,lobster salad
lobstersalad,457111,lobstersalad,Lobster Salad,,1,1,0,0,0,0,lobster salad
lobstersalad,463235,lobstersalad,Lobster Salad,,1,1,0,0,0,0,lobster salad
lobstersalad,207005,lobstersaladsmall,Small Lobster Salad,,33,48,1858,1914,0.15,0.75,small lobster salad
lobstersalad,496138,lobstersaladsmall,Small lobster salad,,2,2,1913,1913,0.35,0.35,small lobster salad
