mega_cluster,id,fingerprint,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,name_modified
lobstersalad,496305,lobstersaladsmall,small lobster salad,,1,1,1913,1913,0.35,0.35,small lobster salad
chocolate,231,chocolate,Chocolate,,1487,1566,1858,1987,0,30,chocolate
chocolate,402964,chocolate,Chocolate,,10,10,1901,1943,0.1,25,chocolate
chocolate,402314,chocolate,CHOCOLATE,,7,7,1905,1917,0,0.25,chocolate
chocolate,396763,chocolate,chocolate,,4,4,1913,1917,0.05,0.45,chocolate
chocolate,496663,chocolate,chocolate,,1,1,1899,1899,0,,chocolate
beanstrings,56386,aubeansbeurrestring,String Beans au Beurre,,16,16,1896,1969,0.3,0.3,string beans au beurre
beanstrings,423643,aubeansbeurrestring,string beans au beurre,,1,1,1915,1915,0,,string beans au beurre
beanstrings,266355,aubeansgratinstring,String Beans au Gratin,,48,54,1919,1963,0.25,35,string beans au gratin
beanstrings,392824,aubeansgratinstring,String beans au gratin,,5,6,1917,1927,0.35,0.7,string beans au gratin
beanstrings,378126,aubeansgratinstring,string beans au gratin,,1,1,1919,1919,0,,string beans au gratin
beanstrings,397317,beansbeurrestring,"String beans, beurre",,9,9,1918,1918,0.25,0.25,"string beans, beurre"
beanstrings,441563,beansbeurrestring,"string beans, beurre",,1,1,1918,1918,0,0,"string beans, beurre"
beanstrings,183262,beansbutteredstring,Buttered string beans,,36,38,1932,1987,0.25,4.5,buttered string beans
beanstrings,414969,beansbutteredstring,Buttered String Beans,,1,1,1949,1949,0.25,0.25,buttered string beans
beanstrings,390621,beansbutterinstring,String beans in butter,,20,20,1917,1918,0.7,0.7,string beans in butter
beanstrings,188517,beansbutterinstring,String Beans in Butter,,12,13,1917,1965,0,0.25,string beans in butter
beanstrings,397519,beansbutterinstring,STRING BEANS IN BUTTER,,1,1,1917,1917,0,,string beans in butter
beanstrings,1578,beansfrenchstring,French string beans,,295,299,1882,1965,0.15,40,french string beans
beanstrings,380941,beansfrenchstring,French String Beans,,95,97,1889,1918,0.2,0.6,french string beans
beanstrings,396611,beansfrenchstring,French String beans,,5,5,1914,1917,0.3,0.6,french string beans
beanstrings,461991,beansfrenchstring,french string beans,,1,1,0,0,0,0,french string beans
beanstrings,6677,beansfreshstring,Fresh String Beans,,187,198,1882,2012,0,75,fresh string beans
beanstrings,374037,beansfreshstring,Fresh string beans,,8,8,1906,1914,0.2,0.75,fresh string beans
beanstrings,379601,beansfreshstring,fresh string beans,,1,1,1919,1919,0.7,0.7,fresh string beans
beanstrings,433125,beansfreshstring,Fresh String beans,,1,1,1914,1914,0.2,0.2,fresh string beans
beanstrings,462879,beansfreshstring,Fresh String Beans,,1,1,0,0,0,0,fresh string beans
beanstrings,467252,beansfreshstring,FRESH STRING BEANS,,1,1,1907,1907,0,,fresh string beans
beanstrings,1558,beansnewstring,New string beans,,483,492,1884,1964,0,30,new string beans
beanstrings,376277,beansnewstring,New String Beans,,283,381,1892,1939,0.05,60,new string beans
beanstrings,373460,beansnewstring,new string beans,,17,20,1900,1920,0.1,0.75,new string beans
beanstrings,424741,beansnewstring,NEW STRING BEANS,,3,3,1914,1915,0,,new string beans
beanstrings,445747,beansnewstring,New String Beans,,2,2,1914,1914,0.15,0.15,new string beans
beanstrings,465575,beansnewstring,New String beans,,2,2,1908,1913,0.3,0.3,new string beans
beanstrings,873,beansstring,String Beans,,1491,1573,1858,2928,0,60,string beans
beanstrings,373449,beansstring,String beans,,304,309,1889,1920,0,30,string beans
beanstrings,393725,beansstring,string beans,,23,24,1913,1918,0.1,0.7,string beans
beanstrings,378550,beansstring,STRING BEANS,,23,23,1899,1919,0.1,0.7,string beans
beanstrings,393471,beansstring,String Beans,,2,2,1913,1918,0.25,0.25,string beans
beanstrings,183357,beansstring,String Beans,,1,1,1955,1955,0,0,string beans
cheese,79290,andassortedcheesecrackers,Assorted cheese and crackers,,14,14,1905,1962,0.25,0.25,assorted cheese and crackers
cheese,469496,andassortedcheesecrackers,Assorted Cheese and Crackers,,1,1,1963,1963,0,,assorted cheese and crackers
cheese,357119,andassortedcheesecrackersonsaltinesservedtraywith,"Cheese, Assorted on Tray, Served with Saltines and Crackers",,10,10,1933,1933,0.4,0.45,"cheese, assorted on tray, served with saltines and crackers"
cheese,1219,andcheesecrackers,Cheese and Crackers,,183,194,1891,1987,0.15,0.75,cheese and crackers
cheese,882,andcheesecrackers,Crackers and Cheese,,104,107,1881,1946,0,0.15,crackers and cheese
cheese,374671,andcheesecrackers,Cheese and crackers,,5,5,1899,1913,0,,cheese and crackers
cheese,374561,andcheesecrackers,cheese and crackers,,2,2,1905,1913,0,,cheese and crackers
cheese,439372,andcheesecrackers,CRACKERS AND CHEESE,,2,2,1895,1905,0,,crackers and cheese
cheese,477576,andcheesecrackers,CHEESE AND CRACKERS,,2,2,0,0,0,0,cheese and crackers
cheese,492927,andcheesecrackers,crackers and cheese,,1,1,1913,1913,0,,crackers and cheese
cheese,70015,andcheesecrackerstoasted,Cheese and Toasted Crackers,,10,10,1907,1958,0.25,0.5,cheese and toasted crackers
cheese,467205,andcheesecrackerstoasted,CHEESE AND TOASTED CRACKERS,,2,2,1899,1899,0,,cheese and toasted crackers
cheese,470337,andcheesecrackerstoasted,Cheese and toasted crackers,,1,1,1901,1901,0,,cheese and toasted crackers
cheese,10435,assortedcheese,Assorted cheese,,199,199,1895,1978,0,1.95,assorted cheese
cheese,382209,assortedcheese,Assorted Cheese,,18,18,1900,1918,0.1,0.3,assorted cheese
cheese,376757,assortedcheese,ASSORTED CHEESE,,7,7,1914,1945,0,,assorted cheese
cheese,374432,assortedcheese,assorted cheese,,2,2,1920,1920,0,,assorted cheese
cheese,507269,assortedcheese,Assorted cheese,,1,1,0,0,0,0,assorted cheese
cheese,182212,assortedcheeses,Assorted cheeses,,25,25,1933,1987,0,20,assorted cheeses
cheese,484429,assortedcheeses,Assorted Cheeses,,1,1,0,0,0,0,assorted cheeses
cheese,795,cheese,Cheese,,1558,1597,1,1990,0,40,cheese
cheese,3164,cheese,CHEESE.,,32,33,1881,1901,0,,cheese.
cheese,378555,cheese,CHEESE,,29,30,1880,1919,0.3,0.3,cheese
cheese,382369,cheese,Cheese,,5,5,1907,1929,0.05,0.15,cheese
cheese,449850,cheese,cheese,,4,4,1913,1914,0.25,0.25,cheese
cheese,4590,cheeses,cheeses,,11,11,1900,1969,0,0.1,cheeses
cheese,470818,cheeses,Cheeses,,1,0,1969,1969,0,,cheeses
applepie,181524,appledeepdishpie,Deep Dish Apple Pie,,18,22,1912,1977,0.1,1,deep dish apple pie
applepie,377405,appledeepdishpie,Deep dish apple pie,,1,1,1919,1919,0.15,0.15,deep dish apple pie
applepie,223487,appledutchpie,Dutch Apple Pie,,13,20,1937,1984,0,0.4,dutch apple pie
applepie,465949,appledutchpie,Dutch apple pie,,1,1,1917,1917,0.1,0.1,dutch apple pie
applepie,28530,applefreshpie,Fresh Apple Pie,,52,62,1900,1975,0,0.7,fresh apple pie
applepie,397180,applefreshpie,Fresh apple pie,,9,9,1917,1917,0.15,0.15,fresh apple pie
applepie,6277,applegreenpie,Green Apple Pie,,365,388,1873,1980,0.05,25,green apple pie
applepie,374033,applegreenpie,Green apple pie,,68,74,1894,1920,0.1,0.3,green apple pie
applepie,417607,applegreenpie,green apple pie,,3,3,1914,1918,0.15,0.15,green apple pie
applepie,375352,applegreenpie,Green apple pie,,2,2,1917,1920,0.15,0.2,green apple pie
applepie,452790,applegreenpie,GREEN APPLE PIE,,1,1,0,0,0,0,green apple pie
applepie,46051,applehomemadepie,Home Made Apple Pie,,25,35,1900,1985,0.05,1.95,home made apple pie
applepie,2545,applehomemadepie,Home-made apple pie,,20,21,1900,1962,0.1,0.4,home-made apple pie
applepie,388093,applehomemadepie,Home-made Apple Pie,,16,17,1913,1958,0.1,0.4,home-made apple pie
applepie,18586,applehomemadepie,Homemade Apple Pie,,15,15,1906,1980,0.1,1.95,homemade apple pie
applepie,381587,applehomemadepie,Home made Apple Pie,,3,3,1916,1917,0.05,0.05,home made apple pie
applepie,435507,applehomemadepie,Home-Made Apple Pie,,2,2,1914,1914,0.15,0.15,home-made apple pie
applepie,435647,applehomemadepie,HOME-MADE APPLE PIE,,2,2,1914,1914,0.15,0.15,home-made apple pie
applepie,376627,applehomemadepie,Home-made Apple Pie,,1,1,1919,1919,0.1,0.1,home-made apple pie
applepie,456605,applehomemadepie,Home-made Apple pie,,1,1,0,0,0,0,home-made apple pie
applepie,461792,applehomemadepie,home made apple pie,,1,1,0,0,0,0,home made apple pie
applepie,499816,applehomemadepie,home-made apple pie,,1,1,1913,1913,0.1,0.1,home-made apple pie
applepie,165994,applehotpie,Hot Apple Pie,,12,12,1900,1969,0,3.75,hot apple pie
applepie,387809,applenewpie,New apple pie,,21,21,1913,1918,0.15,0.15,new apple pie
applepie,418199,applenewpie,New Apple pie,,1,1,1918,1918,0.15,0.15,new apple pie
applepie,418723,applenewpie,new apple pie,,1,1,1918,1918,0.15,0.15,new apple pie
applepie,440658,applenewpie,New Apple Pie,,1,1,1918,1918,0,0,new apple pie
applepie,2474,applepie,Apple Pie,,1486,1617,1851,1987,0,25,apple pie
applepie,380680,applepie,Apple pie,,209,214,1900,1978,0,15,apple pie
applepie,374682,applepie,apple pie,,22,23,1900,1933,0.05,0.5,apple pie
applepie,395915,applepie,APPLE PIE,,7,7,1880,1917,0.1,0.1,apple pie
applepie,379843,applepie,Apple Pie,,4,5,1913,1948,0.05,0.25,apple pie
applepie,289762,applepie,Apple Pie,,2,2,1901,1987,1.35,1.35,apple pie
applepie,443017,applepie,Apple pie,,1,1,1916,1916,0,,apple pie
applepie,455991,applepie,apple pie,,1,1,0,0,0,0,apple pie
applepie,13480,applepies,Apple Pies,,27,27,1851,1948,0,,apple pies
applepie,1264,applepiesliced,SLICED APPLE PIE,,33,33,1893,1921,0.1,0.2,sliced apple pie
lettucesalad,114307,headlettucesalad,Head Lettuce Salad,,38,41,1905,1969,0,0.75,head lettuce salad
lettucesalad,382335,headlettucesalad,Head Lettuce salad,,3,3,1914,1916,0.25,0.35,head lettuce salad
lettucesalad,456018,headlettucesalad,Head lettuce salad,,1,1,0,0,0,0,head lettuce salad
lettucesalad,29484,heartlettuceofsalad,Heart of Lettuce Salad,,176,177,1900,2012,0,0.8,heart of lettuce salad
lettucesalad,374914,heartlettuceofsalad,Heart of lettuce salad,,43,43,1912,1920,0.3,0.6,heart of lettuce salad
lettucesalad,378271,heartlettuceofsalad,Heart of Lettuce salad,,15,15,1914,1920,0.2,0.6,heart of lettuce salad
lettucesalad,455820,heartlettuceofsalad,heart of lettuce salad,,1,1,0,0,0,0,heart of lettuce salad
lettucesalad,52848,heartslettuceofsalad,Hearts of lettuce salad,,216,219,1906,1987,0,30,hearts of lettuce salad
lettucesalad,376473,heartslettuceofsalad,Hearts of Lettuce Salad,,70,71,1912,1985,0,1,hearts of lettuce salad
lettucesalad,384906,heartslettuceofsalad,Hearts of Lettuce salad,,29,30,1917,1965,0.3,0.45,hearts of lettuce salad
lettucesalad,420568,heartslettuceofsalad,hearts of lettuce salad,,4,4,1914,1918,0.15,0.35,hearts of lettuce salad
lettucesalad,407271,heartslettuceofsalad,Hearts of lettuce salad,,1,1,1917,1917,0.45,0.45,hearts of lettuce salad
lettucesalad,407586,heartslettuceofsalad,Hearts of lettuce Salad,,1,1,1917,1917,0.5,0.5,hearts of lettuce salad
lettucesalad,1049,lettucesalad,Lettuce Salad,,1566,1681,1881,1974,0,40,lettuce salad
lettucesalad,373875,lettucesalad,Lettuce salad,,347,366,1894,1921,0,25,lettuce salad
lettucesalad,410288,lettucesalad,lettuce salad,,35,40,1901,1933,0.1,0.45,lettuce salad
lettucesalad,374334,lettucesalad,LETTUCE SALAD,,13,13,1889,1921,0,0,lettuce salad
lettucesalad,398921,lettucesalad,Lettuce Salad,,2,2,1917,1917,0.35,0.35,lettuce salad
lettucesalad,426379,lettucesalad,lettuce Salad,,1,1,1918,1918,0.25,0.25,lettuce salad
lettucesalad,31138,lettucesalade,Lettuce Salade,,18,18,1889,1906,0.4,0.4,lettuce salade
lettucesalad,374241,lettucesalade,LETTUCE SALADE,,1,1,1894,1894,0,,lettuce salade
lettucesalad,439810,lettucesalade,Lettuce salade,,1,1,1889,1889,0,,lettuce salade
cocoa,388669,1cocoaportionpot,"Cocoa, pot (1 portion)",,13,13,1914,1918,0.15,0.15,"cocoa, pot (1 portion)"
cocoa,454699,1cocoaportionpot,"Cocoa, pot (1 portion)",,1,1,0,0,0,0,"cocoa, pot (1 portion)"
cocoa,388671,2cocoaportionspot,"Cocoa, pot (2 portions)",,11,11,1914,1918,0.25,0.25,"cocoa, pot (2 portions)"
cocoa,401331,2cocoaportionspot,"Cocoa, pot (2 portions)",,3,3,1915,1917,0.25,0.25,"cocoa, pot (2 portions)"
cocoa,389121,chocolatecocoacuporper,"Chocolate or cocoa, per cup",,17,17,1913,1918,0.1,0.15,"chocolate or cocoa, per cup"
cocoa,351077,chocolatecocoacuporper,"Chocolate or cocoa, per cup",,4,6,1918,1933,0.1,0.15,"chocolate or cocoa, per cup"
cocoa,393779,chocolatecocoacuporper,"chocolate or cocoa, per cup",,1,1,1918,1918,0.15,0.15,"chocolate or cocoa, per cup"
cocoa,445962,chocolatecocoacuporper,"Chocolate or Cocoa, per cup",,1,1,1914,1914,0.1,0.1,"chocolate or cocoa, per cup"
cocoa,7477,chocolatecocoaor,Chocolate or Cocoa,,38,38,1900,1985,0,0.55,chocolate or cocoa
cocoa,99923,chocolatecocoaor,Cocoa or Chocolate,,24,25,1907,1948,0,0.7,cocoa or chocolate
cocoa,458581,chocolatecocoaor,Chocolate or cocoa,,3,3,1913,1914,0.15,0.15,chocolate or cocoa
cocoa,461761,chocolatecocoaor,chocolate or cocoa,,2,2,0,0,0,0,chocolate or cocoa
cocoa,182834,chocolatecocoaorpot,Chocolate or Cocoa (Pot),,15,15,1920,1957,0.2,0.25,chocolate or cocoa (pot)
cocoa,283,cocoa,Cocoa,,1636,1704,1865,1987,0,25,cocoa
cocoa,374563,cocoa,cocoa,,8,10,1905,1915,0.05,0.15,cocoa
cocoa,386499,cocoa,COCOA,,8,8,1912,1954,0,,cocoa
cocoa,382365,cocoa,Cocoa,,5,5,1916,1943,0.05,0.25,cocoa
cocoa,374891,cocoacup,"Cocoa, cup",,43,43,1914,1920,0.1,0.15,"cocoa, cup"
cocoa,5062,cocoacup,"cocoa, cup",,25,25,1900,1921,0,1.5,"cocoa, cup"
cocoa,435935,cocoacup,"Cocoa, Cup",,3,3,1914,1914,0.1,0.1,"cocoa, cup"
cocoa,452724,cocoacup,"COCOA, CUP",,1,1,0,0,0,0,"cocoa, cup"
cocoa,500561,cocoacup,"Cocoa, Cup",,1,1,1913,1913,0.1,0.1,"cocoa, cup"
cocoa,379012,cocoacupof,Cup of Cocoa,,14,18,1913,1919,0.05,0.1,cup of cocoa
cocoa,56069,cocoacupof,Cup of cocoa,,16,16,1898,1963,0,10,cup of cocoa
cocoa,445617,cocoacupof,Cup of Cocoa,,1,1,1914,1914,0.5,0.5,cup of cocoa
cocoa,463019,cocoacupof,cup of cocoa,,1,1,0,0,0,0,cup of cocoa
cocoa,477977,cocoacupof,cup of Cocoa,,1,1,0,0,0,0,cup of cocoa
cocoa,2579,cocoacupper,"Cocoa, per cup",,107,107,1889,1938,0.05,15,"cocoa, per cup"
cocoa,386694,cocoacupper,"Cocoa, per Cup",,9,9,1913,1919,0.05,0.2,"cocoa, per cup"
cocoa,459954,cocoacupper,"cocoa, per cup",,2,2,1918,1918,0.05,0.1,"cocoa, per cup"
cocoa,492570,cocoacupper,"Cocoa, Per Cup",,1,1,1913,1913,0.1,0.1,"cocoa, per cup"
cocoa,183421,cocoaforonepot,Cocoa (Pot for One),,14,14,1922,1939,0.25,0.3,cocoa (pot for one)
cocoa,196846,cocoaforonepot,Cocoa (Pot for One),,1,1,0,0,0.25,0.25,cocoa (pot for one)
cocoa,12562,cocoaofpot,Pot of cocoa,,36,36,1893,1961,0.1,20,pot of cocoa
cocoa,400603,cocoaofpot,Pot of Cocoa,,14,14,1913,1957,0.15,0.3,pot of cocoa
cocoa,455860,cocoaofpot,pot of cocoa,,1,1,0,0,0,0,pot of cocoa
cocoa,17192,cocoaperpot,"Cocoa, Per Pot",,105,107,1892,1953,0.1,20,"cocoa, per pot"
cocoa,398914,cocoaperpot,"Cocoa, per pot",,16,17,1912,1950,0.15,0.25,"cocoa, per pot"
cocoa,27044,cocoaperpot,Cocoa Per Pot,,14,14,1900,1924,0.15,0.3,cocoa per pot
cocoa,437384,cocoaperpot,"Cocoa, per Pot",,2,2,1914,1943,0.25,0.3,"cocoa, per pot"
cocoa,66329,cocoaperpot,Cocoa per pot,,1,1,1907,1907,0.15,0.15,cocoa per pot
cocoa,386695,cocoaperpot,"Cocoa, per Pot",,1,1,1918,1918,0.2,0.2,"cocoa, per pot"
cocoa,459955,cocoaperpot,"cocoa, per pot",,1,1,0,0,0,0,"cocoa, per pot"
cocoa,5066,cocoapot,"cocoa, pot",,59,59,1900,1949,0,25,"cocoa, pot"
cocoa,376001,cocoapot,"Cocoa, Pot",,16,20,1915,1919,0.1,0.15,"cocoa, pot"
cocoa,145016,cocoapot,Cocoa (Pot),,19,19,1924,1969,0,0.35,cocoa (pot)
cocoa,388798,cocoapot,"Cocoa, pot",,6,6,1900,1918,0.15,0.25,"cocoa, pot"
cocoa,378789,cocoapot,Cocoa (pot),,1,1,1919,1919,0.2,0.2,cocoa (pot)
cocoa,428148,cocoapot,"Cocoa, Pot",,1,1,1939,1939,0.2,0.2,"cocoa, pot"
creamicevanilla,392535,americancreamicevanilla,American vanilla ice cream,,13,14,1914,1917,0.1,0.3,american vanilla ice cream
creamicevanilla,78027,americancreamicevanilla,American vanilla Ice Cream,,10,11,1900,1950,0.15,0.6,american vanilla ice cream
creamicevanilla,381915,americancreamicevanilla,American Vanilla Ice Cream,,7,7,1912,1917,0.09,0.3,american vanilla ice cream
creamicevanilla,410249,americancreamicevanilla,American Vanilla ice cream,,4,4,1917,1917,0.15,0.3,american vanilla ice cream
creamicevanilla,406107,americancreamicevanilla,american vanilla ice cream,,2,2,1917,1917,0.15,0.15,american vanilla ice cream
creamicevanilla,389461,creamfrenchglassiceinvanilla,French vanilla ice cream in glass,,15,15,1918,1918,0.25,0.25,french vanilla ice cream in glass
creamicevanilla,397314,creamfrenchglassiceinvanilla,French Vanilla ice cream in glass,,1,1,1918,1918,0.25,0.25,french vanilla ice cream in glass
creamicevanilla,7411,creamfrenchicevanilla,French vanilla ice cream,,133,150,1897,1984,0,20,french vanilla ice cream
creamicevanilla,374134,creamfrenchicevanilla,French Vanilla Ice Cream,,76,77,1912,1957,0.11,0.4,french vanilla ice cream
creamicevanilla,385047,creamfrenchicevanilla,French Vanilla ice cream,,35,35,1914,1918,0.15,20,french vanilla ice cream
creamicevanilla,230359,creamfrenchicevanilla,FRENCH VANILLA ICE CREAM,,1,1,1984,1984,0,0,french vanilla ice cream
creamicevanilla,387182,creamfrenchicevanilla,French Vanilla Ice Cream,,1,1,1918,1918,0.2,0.2,french vanilla ice cream
creamicevanilla,402992,creamfrenchicevanilla,French Vanilla Ice cream,,1,1,1917,1917,0.2,0.2,french vanilla ice cream
creamicevanilla,410311,creamfrenchicevanilla,french vanilla ice cream,,1,1,1917,1917,0.25,0.25,french vanilla ice cream
creamicevanilla,4118,creamicevanilla,Vanilla ice cream,,1717,1857,1859,2012,0,30,vanilla ice cream
creamicevanilla,375648,creamicevanilla,Vanilla Ice Cream,,430,516,1854,1989,0,30,vanilla ice cream
creamicevanilla,412003,creamicevanilla,vanilla ice cream,,16,20,1913,1917,0.05,5,vanilla ice cream
creamicevanilla,373798,creamicevanilla,VANILLA ICE CREAM,,13,13,1900,1921,0,0.25,vanilla ice cream
creamicevanilla,239303,creamicevanilla,Vanilla ice cream,,3,3,1933,1958,0.3,0.3,vanilla ice cream
creamicevanilla,438200,creamicevanilla,Vanilla ice cream,,2,2,1918,1920,0.35,0.45,vanilla ice cream
creamicevanilla,397581,creamicevanilla,VANILLA ice cream,,1,1,1917,1917,0.25,0.25,vanilla ice cream
creamicevanilla,427448,creamicevanilla,Vanilla Ice cream,,1,1,1899,1899,0,,vanilla ice cream
creamicevanilla,428785,creamicevanilla,Vanilla Ice Cream,,1,1,1915,1915,0.3,0.3,vanilla ice cream
creamicevanilla,475887,creamicevanilla,Vanilla Ice Cream,,1,1,1998,1998,3.25,3.25,vanilla ice cream
chickensalad,185807,allchickenmeatsaladwhite,"Chicken Salad, all White Meat",,26,29,1940,1964,1,3.25,"chicken salad, all white meat"
chickensalad,190576,allchickenmeatsaladwhite,All White Meat Chicken Salad,,10,10,1939,1952,0.8,2.55,all white meat chicken salad
chickensalad,427312,allchickenmeatsaladwhite,All White Meat Chicken Salad,,1,1,1958,1958,1.5,1.5,all white meat chicken salad
chickensalad,352052,chickendarkmeatsalad,Chicken salad (dark meat),,14,14,1933,1933,0,0,chicken salad (dark meat)
chickensalad,475621,chickendarkmeatsalad,Chicken Salad (dark meat),,1,1,1915,1915,0.5,0.5,chicken salad (dark meat)
chickensalad,349896,chickendarkmeatsaladwith,Chicken salad (with dark meat),,15,15,1933,1933,0,0,chicken salad (with dark meat)
chickensalad,26756,chickendressingmayonnaisesalad,"Chicken Salad, Mayonnaise Dressing",,12,12,1900,1944,0.25,35,"chicken salad, mayonnaise dressing"
chickensalad,404981,chickendressingmayonnaisesalad,"Chicken salad, mayonnaise dressing",,1,1,1917,1917,0.45,0.45,"chicken salad, mayonnaise dressing"
chickensalad,349723,chickenmayonnaisemeatonlysaladwhite,"Chicken Salad Mayonnaise, White Meat Only",,18,18,1933,1933,0,0,"chicken salad mayonnaise, white meat only"
chickensalad,38413,chickenmayonnaisesalad,Chicken salad mayonnaise,,34,34,1900,1944,0,0,chicken salad mayonnaise
chickensalad,26234,chickenmayonnaisesalad,"CHICKEN SALAD, MAYONNAISE",,25,25,1899,1957,0.25,1.75,"chicken salad, mayonnaise"
chickensalad,398044,chickenmayonnaisesalad,"Chicken Salad, Mayonnaise",,23,23,1901,1943,0.25,35,"chicken salad, mayonnaise"
chickensalad,415971,chickenmayonnaisesalad,"Chicken salad, mayonnaise",,8,8,1913,1917,0.15,1.25,"chicken salad, mayonnaise"
chickensalad,390884,chickenmayonnaisesalad,"CHICKEN salad, Mayonnaise",,2,2,1917,1918,1.25,1.25,"chicken salad, mayonnaise"
chickensalad,376610,chickenmayonnaisesalad,"Chicken Salad, Mayonnaise",,1,1,1933,1933,1.4,1.4,"chicken salad, mayonnaise"
chickensalad,485232,chickenmayonnaisesalad,Chicken Salad Mayonnaise,,1,1,1913,1913,0.35,0.35,chicken salad mayonnaise
chickensalad,93761,chickenmayonnaisesaladwith,Chicken Salad with Mayonnaise,,24,31,1900,1962,0.2,11.5,chicken salad with mayonnaise
chickensalad,375173,chickenmayonnaisesaladwith,Chicken salad with mayonnaise,,19,19,1914,1920,0.5,1.4,chicken salad with mayonnaise
chickensalad,463572,chickenmayonnaisesaladwith,Chicken Salad with mayonnaise,,3,3,1918,1918,0.75,0.75,chicken salad with mayonnaise
chickensalad,500103,chickenmayonnaisesaladwith,chicken salad with mayonnaise,,1,2,1913,1913,0.3,0.35,chicken salad with mayonnaise
chickensalad,457581,chickenmayonnaisesaladwith,Chicken salad with mayonnaise,,1,1,0,0,0,0,chicken salad with mayonnaise
chickensalad,185078,chickenmeatonlysaladwhite,Chicken Salad (white meat only),,10,10,1937,1964,1.25,3.95,chicken salad (white meat only)
chickensalad,150914,chickenmeatsaladwhite,Chicken Salad (White Meat),,10,10,1939,1979,0.6,6.45,chicken salad (white meat)
chickensalad,217,chickensalad,Chicken salad,,1818,1888,1858,1987,0,100,chicken salad
chickensalad,375982,chickensalad,Chicken Salad,,399,430,1884,1967,0,30,chicken salad
chickensalad,376510,chickensalad,chicken salad,,24,24,1912,1919,0.3,1.75,chicken salad
chickensalad,380239,chickensalad,Chicken Salad,,13,13,1912,1967,0.4,4,chicken salad
chickensalad,439070,chickensalad,CHICKEN SALAD,,7,7,1912,1946,0.45,0.95,chicken salad
chickensalad,397020,chickensalad,Chicken salad,,1,1,1917,1917,1.25,1.25,chicken salad
chickensalad,464458,chickensalad,chicken Salad,,1,1,1914,1914,0.3,0.3,chicken salad
chickensalad,455981,chickensalad,chicken salad,,1,0,0,0,0,0,chicken salad
chickensalad,446226,chickensaladsmall,Small Chicken Salad,,15,15,1913,1914,0.35,0.55,small chicken salad
chickensalad,489352,chickensaladsmall,Small chicken salad,,3,3,1913,1913,0.35,0.55,small chicken salad
fruit,30005,assortedfreshfruit,Assorted Fresh Fruit,,153,158,1901,1970,0,1,assorted fresh fruit
fruit,452772,assortedfreshfruit,ASSORTED FRESH FRUIT,,1,2,0,0,0,0,assorted fresh fruit
fruit,409962,assortedfreshfruit,Assorted fresh fruit,,1,1,1917,1917,0.75,0.75,assorted fresh fruit
fruit,500047,assortedfreshfruit,assorted fresh fruit,,1,1,1913,1913,0.15,0.15,assorted fresh fruit
fruit,352042,assortedfreshfruitstewed,Fresh Stewed Assorted Fruit,,21,21,1933,1933,0,0,fresh stewed assorted fruit
fruit,349927,assortedfreshfruitstewed,Assorted Fresh Stewed Fruit,,12,12,1933,1933,0.35,0.5,assorted fresh stewed fruit
fruit,10482,assortedfruit,Assorted Fruit,,177,177,1893,1955,0,1,assorted fruit
fruit,424155,assortedfruit,Assorted fruit,,5,5,1913,1915,0.25,0.25,assorted fruit
fruit,377036,assortedfruit,assorted fruit,,4,4,1913,1919,0.5,0.5,assorted fruit
fruit,422673,assortedfruit,ASSORTED FRUIT,,3,3,1910,1915,0,,assorted fruit
fruit,388140,assortedfruitinseason,Assorted fruit in season,,11,11,1917,1918,0.35,0.35,assorted fruit in season
fruit,29429,assortedfruitinseason,Assorted Fruit in Season,,3,3,1901,1977,0,0.5,assorted fruit in season
fruit,387459,assortedfruitofplate,Assorted plate of fruit,,40,40,1918,1918,0.2,0.25,assorted plate of fruit
fruit,418756,assortedfruitofplate,assorted plate of fruit,,3,3,1918,1918,0.25,0.25,assorted plate of fruit
fruit,8552,assortedfruits,Assorted fruits,,66,66,1883,1938,0.15,40,assorted fruits
fruit,343544,assortedfruits,Assorted Fruits,,1,1,1938,1938,0,0,assorted fruits
fruit,428755,assortedfruits,Assorted fruits,,1,1,1900,1900,0,,assorted fruits
fruit,466240,assortedfruits,ASSORTED FRUITS,,1,1,1896,1896,0,,assorted fruits
fruit,485950,assortedfruits,Assorted Fruits,,1,1,1913,1913,0,,assorted fruits
fruit,339590,assortedfruitsstewed,Assorted Stewed Fruits,,25,25,1933,1937,0.4,0.45,assorted stewed fruits
fruit,236036,assortedfruitstewed,Stewed Assorted Fruit,,76,76,1917,1969,0.4,0.75,stewed assorted fruit
fruit,360156,assortedfruitstewed,Assorted Stewed Fruit,,1,1,1933,1933,0,0,assorted stewed fruit
fruit,176683,assortedfruitstewed,Assorted stewed Fruit,,39,39,1933,1959,0,0.5,assorted stewed fruit
fruit,429731,assortisfruits,Fruits Assortis,,18,18,1908,1919,0,0.5,fruits assortis
fruit,443965,assortisfruits,fruits assortis,,3,3,1913,1914,0,,fruits assortis
fruit,473720,assortisfruits,FRUITS ASSORTIS,,3,3,1912,1913,0,,fruits assortis
fruit,207128,californiacocktailfruit,California Fruit Cocktail,,15,15,1937,1969,0.3,0.45,california fruit cocktail
fruit,470107,californiafruit,CALIFORNIA FRUIT,,1,1,1905,1905,0,,california fruit
fruit,89826,californiafruit,California Fruit,,10,10,1900,1919,0.25,0.25,california fruit
fruit,137338,cocktailfreshfruit,Fresh Fruit Cocktail,,149,170,1915,1989,0,10,fresh fruit cocktail
