fp_i,n.1orange,n.2boiledpotatoes,n.2cocoaportionspot,n.2oranges,n.4frenchsardines,n.agradehalfmilkpint,n.agrademilk,n.agrademilkpint,n.ahuilelsardines,n.allblendbreakfastcoffeeofordersourownpotspecialwith,n.allchickenmeatsaladwhite,n.allkindsperpottea,n.ambassadorcoffeecreamwith,n.americancheese,n.americancheeseyoung,n.americancoffee,n.americancoffeeitalianor,n.americancreamicevanilla,n.americanpeas,n.andassortedcheesecrackers,n.andassortedcheesecrackersonsaltinesservedtraywith,n.andcheesecrackers,n.andcheesecrackerstoasted,n.andcoffeecream,n.andcoffeecreamfleischmannsspecial,n.andcoffeemilk,n.andcoffeetea,n.andcreamtea,n.andgreenolivesripe,n.andolivesqueenripe,n.apollinaris,n.apollinarismineralwater,n.apollinarispints,n.apollinariswater,n.appledeepdishpie,n.appledutchpie,n.applefreshpie,n.applegreenpie,n.applehomemadepie,n.applehotpie,n.applenewpie,n.applepie,n.applepies,n.applepiesliced,n.assortedcheese,n.assortedcheeses,n.assortedfreshfruit,n.assortedfreshfruitstewed,n.assortedfruit,n.assortedfruitinseason,n.assortedfruitofplate,n.assortedfruits,n.assortedfruitsstewed,n.assortedfruitstewed,n.assortisfruits,n.aubeansbeurrestring,n.aubeansgratinstring,n.aubeurrefrenchpeas,n.aubeurrenewpeas,n.auceleryjus,n.beansbeurrestring,n.beansbutteredstring,n.beansbutterinstring,n.beansfrenchstring,n.beansfreshstring,n.beansnewstring,n.beansstring,n.beefcupoftea,n.beeftea,n.bermudaboiledpotatoes,n.blackcoffee,n.blackcupgreenmixedorpertea,n.blackolives,n.blacktea,n.blendchildsperpottea,n.boiledhotpotatoes,n.boilednewpotatoes,n.boiledplainpotatoes,n.boiledpotatoes,n.bonelesssardines,n.bordelaisebraisedcelery,n.bottleindividualmilk,n.bottleindmilk,n.bottlemilk,n.bottlemilkof,n.bottlemilkpasteurizedper,n.bottlemilkper,n.bowlmilkper,n.boxfrenchpersardines,n.boxpersardines,n.boxsardines,n.boxsardinessmall,n.braisecelery,n.braisedcelery,n.branchceleryin,n.brancheceleryen,n.branchescelery,n.breakfastcreamenglishteawith,n.breakfastcupenglishpertea,n.breakfastenglishofpottea,n.breakfastenglishperpottea,n.breakfastenglishpottea,n.breakfastenglishtea,n.butteredgreenpeas,n.butterinnewpeas,n.californiacocktailfruit,n.californiafruit,n.californiaolives,n.californiaolivesripe,n.californiaorange,n.californiaoranges,n.californiaorangesliced,n.camomiletea,n.camomilletea,n.caravanflowerofrussiatea,n.celery,n.celerycrisphearts,n.celerydressed,n.celeryfresh,n.celeryheartof,n.celeryhearts,n.celeryheartsof,n.celeryicedpascal,n.celeryknob,n.celeryknobsalad,n.celeryplain,n.celerysalad,n.celerystewed,n.celerytable,n.certifiedhalfmilkpint,n.certifiedmilkpasteurized,n.ceyloncreamteawith,n.ceylonpottea,n.ceylontea,n.cheese,n.cheeseimportedroquefort,n.cheeseroquefort,n.cheeses,n.chickendarkmeatsalad,n.chickendarkmeatsaladwith,n.chickendressingmayonnaisesalad,n.chickenmayonnaisemeatonlysaladwhite,n.chickenmayonnaisesalad,n.chickenmayonnaisesaladwith,n.chickenmeatonlysaladwhite,n.chickenmeatsaladwhite,n.chickensalad,n.chickensaladsmall,n.chinatea,n.chocolate,n.chocolatecocoacuporper,n.chocolatecocoaor,n.chocolatecocoaorpot,n.cocktailfreshfruit,n.cocktailfruit,n.cocoa,n.cocoacup,n.cocoacupof,n.cocoacupper,n.cocoaforonepot,n.cocoaofpot,n.cocoaperpot,n.cocoapot,n.coffee,n.coffeecreamcupinperpotservedwith,n.coffeecreamcupofwith,n.coffeecreamcupperwith,n.coffeecreamdemifrenchtassewith,n.coffeecreamfiltrewith,n.coffeecreamicedwith,n.coffeecreamofpotwith,n.coffeecreampotwith,n.coffeecreampurewith,n.coffeecreamwith,n.coffeecuban,n.coffeecup,n.coffeecupcustard,n.coffeecupfrench,n.coffeecupfrenchsmall,n.coffeecupof,n.coffeecuporderperspecialto,n.coffeecupper,n.coffeedecaffeinated,n.coffeedecaffeinatedpot,n.coffeedemifrenchtasse,n.coffeedemitasse,n.coffeeforofonepot,n.coffeeforofpottwo,n.coffeeforonepot,n.coffeefrench,n.coffeeglassiced,n.coffeeglassicedper,n.coffeehag,n.coffeehot,n.coffeehoticedor,n.coffeeice,n.coffeeiced,n.coffeeicedortea,n.coffeelargepot,n.coffeemilkortea,n.coffeeofpot,n.coffeeortea,n.coffeeperpot,n.coffeepot,n.coffeepotsanka,n.coffeepotsingle,n.coffeepotsmall,n.coffeesanka,n.coffeespecial,n.coffeeturkish,n.coldsardines,n.colossalolivesripe,n.creamfrenchglassiceinvanilla,n.creamfrenchicevanilla,n.creamicedteawith,n.creamicevanilla,n.creamoolongteawith,n.creamteawith,n.cupfreshfruit,n.cupgreenpertea,n.cupoftea,n.darjeelingtea,n.defromageroquefort,n.defruitsmelange,n.defruitssalade,n.domesticsardines,n.eachoranges,n.earlgreytea,n.earlyjunepeas,n.farciesolives,n.floridaorange,n.floridaoranges,n.formosaoolongtea,n.forofpotteatwo,n.fraisfruits,n.frenchfriedorderpotatoesto,n.frenchfriedpotatoes,n.frenchfriedpotatoesraw,n.frenchfries,n.frenchgreenpeas,n.frenchnewpeasstyle,n.frencholives,n.frenchpeas,n.frenchsardines,n.freshfruit,n.freshfruitinseason,n.freshfruits,n.freshfruitsalad,n.freshfruitsinseason,n.freshfruitssalad,n.freshfruitsstewed,n.freshfruitstewed,n.freshgardenpeas,n.freshglassmilk,n.freshgreenpeas,n.freshlobstersalad,n.freshmilk,n.freshpeas,n.fromageroquefort,n.fruit,n.fruitinseason,n.fruitmelange,n.fruitmixed,n.fruits,n.fruitsalad,n.fruitsinseason,n.fruitssalad,n.fumeessardines,n.gardennewpeas,n.glassicedpertea,n.glassicedtea,n.glassmilk,n.glassmilkof,n.glassmilkper,n.glassmilkperpure,n.gobletmilkof,n.greennewpeas,n.greenofpottea,n.greenolives,n.greenolivesorripe,n.greenpeas,n.greenpottea,n.greentea,n.headlettucesalad,n.heartlettuceofsalad,n.heartslettuceofsalad,n.homogenizedmilk,n.hoticedortea,n.hottea,n.hysonpotteayoung,n.hysonteayoung,n.icedtea,n.icetea,n.importedroquefort,n.importedsardines,n.indiantea,n.indiatea,n.individualmilk,n.inoilsardines,n.inoilsardinessmoked,n.japanofpottea,n.japantea,n.jasminetea,n.javatea,n.junepeas,n.largelobstersalad,n.lemonteawith,n.lettucesalad,n.lettucesalade,n.lindentea,n.lobstermayonnaisesalad,n.lobstersalad,n.lobstersaladsmall,n.mashedpotato,n.mashedpotatoes,n.milk,n.milkofpitcher,n.milkpasteurized,n.milkskim,n.milkteawith,n.minttea,n.mixedolives,n.mixedtea,n.newparisiennepeas,n.newpeas,n.newradishes,n.ofoolongpottea,n.ofpotsingletea,n.ofpottea,n.ofppottea,n.olive,n.olives,n.olivesqueen,n.olivesqueenspanish,n.olivesripe,n.olivesspanish,n.olivesvertes,n.oolongperpottea,n.oolongpottea,n.oolongtea,n.orange,n.orangepekoepottea,n.orangepekoetea,n.oranges,n.orangesliced,n.orangessliced,n.orangestwo,n.orangewhole,n.ororangeslicedwhole,n.pepperminttea,n.perpersonroquefort,n.perpottea,n.pottea,n.radishes,n.radishesrose,n.roquefort,n.sardines,n.sardinessmoked,n.sherrytea,n.teavervain,n.NA,sum
coffeedemitasse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,0,0,0,0,0,0,1,28,2,10,0,4,1,21,9,0,6,2,1,17,20,0,0,0,13,1,37,0,11,0,0,7,0,0,0,0,8,16,0,0,0,0,0,10,0,0,9,50,0,1,0,0,0,36,1,2,0,1,12,0,6,0,6,2,0,0,0,2,0,0,0,2,0,1,1,46,1,7,0,0,0,0,8,12,4,0,2,14,8,27,0,40,0,3,0,11,22,0,1,0,0,2,28,0,0,1,0,1,0,2,3,8,1,0,0,1,0,11,39,0,0,0,84,0,0,46,29,0,0,0,0,0,0,2,1,30,0,8,0,8,1,0,41,21,0,65,15,0,0,0,2,2,0,24,11,0,15,0,0,0,0,0,0,6,56,0,34,40,1,0,0,NA,1214
olivesripe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,86,0,5,21,3,6,205,66,19,88,0,12,1,0,0,2,30,312,1,113,201,2,0,39,NA,1213
radishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,559,608,24,0,4,NA,1196
bottlemilkpasteurizedper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,59,0,0,10,0,0,0,0,68,1,0,0,0,0,0,66,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,56,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,73,0,0,0,0,0,0,0,70,0,1,65,0,0,0,0,0,1,0,74,0,10,74,0,0,0,NA,1194
assortedcheese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,16,0,0,4,7,2,1,1,0,0,0,0,0,3,0,1,5,12,32,0,1,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,37,0,0,0,36,1,2,0,0,0,8,4,0,2,0,0,0,0,7,1,2,7,0,0,0,0,8,13,0,0,1,36,0,6,2,0,2,0,3,9,6,0,0,0,0,0,1,0,71,0,0,0,0,20,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,2,0,0,0,22,7,0,0,1,0,0,1,0,0,0,5,6,6,0,0,0,1,1,49,0,23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,38,0,1,0,0,0,11,2,1,1,4,2,3,0,0,0,0,0,0,0,10,2,0,0,25,0,1,8,35,1,0,0,1,0,0,0,0,1,0,0,8,0,46,0,34,0,1,0,15,5,0,0,0,0,1,27,1,0,0,2,0,0,1,0,0,1,0,0,0,0,24,17,0,6,0,44,0,0,52,26,0,0,1,0,3,4,0,0,12,0,0,0,0,0,3,27,17,0,51,1,8,0,0,2,1,0,2,0,0,0,0,0,0,2,0,0,0,18,0,2,2,0,0,3,NA,1189
celerystewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,10,35,0,1,0,0,0,0,0,0,0,65,0,0,4,0,0,0,1,1,1,0,0,1,0,0,2,2,15,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,56,0,0,0,0,0,0,38,1,0,0,0,0,1,3,0,0,0,0,0,58,0,0,0,0,0,65,0,1,0,0,0,0,0,12,0,0,2,0,2,2,3,0,0,0,0,0,7,0,0,1,0,0,77,50,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,3,0,0,12,0,1,1,3,4,2,0,0,1,0,0,0,58,0,1,0,2,0,0,0,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,60,0,0,19,2,0,0,0,0,0,0,1,0,23,0,0,0,0,0,1,83,8,0,1,1,0,0,0,2,6,0,1,13,3,2,0,0,0,0,4,0,1,91,0,39,8,15,0,0,NA,1154
apollinarismineralwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,15,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,37,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,21,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,3,0,0,0,0,0,59,0,0,0,0,1,1,0,0,0,0,22,6,0,0,0,0,0,1,2,1,51,0,1,0,0,0,0,0,0,0,58,0,0,1,0,1,0,0,24,2,0,0,2,0,0,22,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,10,0,0,0,0,0,0,9,0,2,0,1,0,20,1,0,0,2,1,5,16,0,0,0,24,0,35,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,17,23,0,0,0,0,0,43,5,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,4,0,0,0,0,2,0,2,0,0,1,0,2,0,22,0,1,0,3,24,0,0,0,0,3,9,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,42,0,0,0,55,0,0,20,3,0,2,0,0,0,1,0,0,11,0,0,0,2,0,0,14,35,0,28,8,0,0,0,2,0,0,29,3,1,31,0,0,0,0,1,0,0,36,0,9,28,1,0,0,NA,1148
coffeesanka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,9,0,65,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,0,0,0,0,1,15,2,1,34,0,3,17,5,0,0,2,3,3,0,0,0,1,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,1,0,75,0,12,0,10,2,4,30,0,0,0,0,3,33,0,5,7,1,0,3,5,0,0,0,0,0,1,0,0,15,0,68,1,45,0,0,39,93,0,2,0,0,45,4,1,0,15,0,0,0,5,0,0,27,13,0,73,0,63,0,0,3,0,0,32,18,19,5,0,7,0,0,0,1,21,18,0,17,2,0,0,36,NA,1147
coffeecup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,0,6,5,0,5,0,0,0,0,1,1,0,0,0,1,31,1,3,2,2,1,2,74,1,0,3,13,0,0,1,1,0,9,1,47,0,1,6,0,1,0,0,0,0,5,0,0,7,0,1,0,0,0,0,0,55,0,1,2,0,2,41,4,5,3,1,9,1,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,14,1,0,0,2,1,2,24,6,23,0,0,4,0,4,0,42,6,1,0,4,16,1,1,2,0,0,47,2,1,4,0,0,8,0,0,1,0,0,0,4,0,0,30,0,0,2,42,0,1,23,72,0,0,0,0,0,1,1,0,9,0,0,0,9,0,0,43,33,0,31,1,0,0,6,3,0,1,2,14,24,6,12,16,0,0,0,0,36,46,0,19,33,0,0,0,NA,1103
celeryheartof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,12,0,0,0,1,16,29,0,0,0,39,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,50,0,0,0,0,47,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,48,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,65,0,1,0,24,3,0,1,0,0,0,50,1,1,0,1,0,0,1,0,0,0,0,0,0,0,51,2,0,0,0,61,0,0,50,41,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,3,0,77,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0,NA,1079
coffeeofpot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,10,2,0,2,1,0,9,0,71,6,1,4,0,20,0,0,0,2,0,7,0,4,0,0,0,0,1,0,0,53,5,1,0,0,0,42,1,24,1,0,10,2,0,11,0,0,0,1,4,0,0,0,0,1,0,0,2,10,0,0,0,0,1,0,4,14,9,0,7,14,9,1,0,34,1,6,0,5,13,0,0,2,0,6,55,1,0,0,0,0,0,0,0,12,0,0,0,0,2,0,35,0,0,3,52,5,0,30,65,0,0,0,0,0,0,6,0,16,1,14,18,54,0,0,52,17,0,3,0,0,0,1,18,1,0,4,27,23,1,0,19,0,0,0,1,6,24,0,26,36,0,0,0,NA,1064
